index,original_title,artist,startYear,endYear,image,url,museum,title,place,material,description,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
5933,Les Noces de Thétis et de Pélée avec Apollon et le concert des Muses,"Balen, Hendrick van ; Brueghel, Jan I ; Pays-Bas du Sud",1618.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000061509/0000135016_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010061509,louvre museum,The Wedding of Thetis and Peleus with Apollo and the Concert of the Muses,balen  hendrick van,oil on metal  copper ,figures of van balen countryside of jan i brueghel ertz lean for the son jan ii but this reassignment seems some little arbitrary topic mythological to the multiple sources literary ancient see bard p identical to that's why i wrote to you of clerk of louvre r f seen of face before the table of feast thetis and peeled werk the protagonists of and nope march and venus as to wrong froitzheim hegger to first plan among various putty and nymphs of left to right bacchus amphitrite ceres for the gods that may to acknowledge around of the table see werk from themes favorites of van balen which is often confused in this case with rottenhammer as the were doing the donors of board jost cited to less examples of feast from gods in of van balen particularly in the museums dresden tables copenhagen leipzig munich etc usually located toward jost ertz but clearly close by werk of van balen s  of dresden same if the topic is very repetitive at the house of and makes arbitrary a dating really precise,2384,5255,5465,713,3205,1476,5511,5466,5931,5259
5934,Diane chasseresse,"Balen, Hendrick van ; Pays-Bas du Sud ; Stalbemt, Adriaen van",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054094/0001117619_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054094,louvre museum,Diana the Huntress,balen  hendrick van,drink,registration to setback on the sign nothing on the parquetry registrations in blue surrounded g in blue in blue mm dijon in red label rectangular f label rectangular jan brueghel and henry van balen diana put gefährtinnen nach last jagd label rectangular nr brueghel diane and his companions label rectangular dijon label round fl label round yellow illegible on the frame in blue f on the property card indication  a brand g,5932,4519,2396,2397,1025,2335,2339,2477,2381,709
5935,« Vue de la cascade de Altön- Talvig (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065741/0000313981_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065741,louvre museum,“View of the Altön-Talvig waterfall (sketch)”,Balke  fag,oil on cardboard,seen  a cascade,5950,5944,5938,5962,5955,5960,5941,5959,5949,5937
5936,« Vue de Moss (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065742/0000313980_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065742,louvre museum,"""View of Moss (sketch)""",Balke  fag,oil on cardboard,marine representing the city of moss with a ship to plan,5939,5941,5950,5944,5960,5955,5954,5957,5937,5938
5937,"« Vue de Vaer-Öe, actuel Voeröy (esquisse) »","Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065745/0000313975_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065745,louvre museum,"“View of Vaer-Öe, current Voeröy (sketch)”",Balke  fag,oil on cardboard,countryside maritime with a sea restless many boats from rocks from dwellings and in back plan from mountains,5949,5953,5962,5955,5941,5959,5960,5950,5938,5935
5938,« Vue de Troms-Öe (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065486/0000313965_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065486,louvre museum,"""View of Troms-Öe (sketch)""",Balke  fag,oil on cardboard,marine beach seen  a port countryside mountainous,5950,5960,5944,5935,5962,5941,5955,5953,5959,5939
5939,"« Vue de Torghatten et de l’église de Brön Öe, actuelle Brönnöy (esquisse) »","Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065487/0000394684_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065487,louvre museum,"“View of Torghatten and the Church of Brön Öe, present-day Brönnöy (sketch)”",Balke  fag,oil on cardboard,marine with rocks small city port and a ship,5936,5950,5941,5954,5938,5960,5953,5944,5935,5937
5940,« Un [bateau] « Otring » sous les Syv Söstre (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065488/0000313961_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065488,louvre museum,“An “Otring” [boat] under the Syv Söstre (sketch)”,Balke  fag,oil on cardboard,massive mountainous compound of seven peaks his name of sju soster is the seven sisters located on county of nordland norway and popular for his falls who are good visible on,5957,5958,5945,5953,5949,5948,5952,5937,5946,5955
5941,« Vue d’Altona (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000066530/0000313960_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066530,louvre museum,"""View of Altona (sketch)""",Balke  fag,oil on cardboard,marine with thunderstorm seen of the city  altona in edge of sea,5950,5938,5936,5939,5935,5944,5960,5937,5955,5954
5942,« Vue de Kronbourg à Öresund (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065724/0000052357_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065724,louvre museum,"""View from Kronburg to Öresund (sketch)""",Balke  fag,oil on cardboard,marine with many boats we distinct the silhouette of chateau of kronborg to elseneur on the coast danish of the strait who separate the denmark of the sweden,5937,5941,5958,5936,5957,5946,5939,5945,5947,5950
5943,« Vue de la paroisse de Stegen (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065735/0000313968_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065735,louvre museum,"""View of the parish of Stegen (sketch)""",Balke  fag,oil on cardboard,to plan countryside wooded with a town and a bell tower then seen of sea with cliffs and rocks,5937,5959,5938,5960,5941,5935,5950,5949,5939,5953
5944,« Vue de Kielhornet à Stegen (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065491/0000133392_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065491,louvre museum,"""View from Kielhornet to Stegen (sketch)""",Balke  fag,oil on cardboard,marine with mountains,5962,5950,5938,5935,5955,5960,5941,5936,5953,5937
5945,"« Vue de Hjelms-Öe, actuelle Hjelmsö (esquisse) »","Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065492/0000313971_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065492,louvre museum,"""View of Hjelms-Öe, current Hjelmsö (sketch)""",Balke  fag,oil on cardboard,seen of of hjelmsøya in direction of course north county of finnmark norway,5948,5957,5946,5958,5962,5935,5955,5944,5950,5937
5946,« Vue de Drontheim (Norvège) »,"Balke, Peder ; Norvège",1847.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000067102/0000135966_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067102,louvre museum,"""View of Drontheim (Norway)""",Balke  fag,oil on cardboard,the city port of trondheim county of sure trøndelag norway marine with rocks boats and characters registration to setback registration to stencil seen of drontheim norway by mr balked in,5948,5957,5945,5958,5936,5939,5950,5942,5954,5941
5947,« Un [bateau] “Sexring” près de la paroisse de Stegen (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000066974/0000313964_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066974,louvre museum,“A “Sexring” [boat] near the parish of Stegen (sketch)”,Balke  fag,oil on cardboard,a ship sailing near of cliffs in a sea restless,5937,5941,5942,5936,5943,5950,5954,5939,5938,5949
5948,« Vue du Cap Nord (Norvège) »,"Balke, Peder ; Norvège",1847.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000067103/0000135964_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067103,louvre museum,"""View of the North Cape (Norway)""",Balke  fag,oil on cardboard,site spectacular on of magerøya county of finnmark norway marine with cliffs rocks and some characters registration to setback registration to stencil seen of course north norway by mr balked in,5946,5945,5958,5957,5952,5942,5951,5936,5937,5954
5949,« Kongsberg (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065734/0000313969_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065734,louvre museum,"""Kongsberg (sketch)""",Balke  fag,oil on cardboard,seen of kongsberg with from houses from characters a tree and a cascade in back plan from mountains,5959,5937,5935,5955,5962,5960,5958,5938,5953,5944
5950,« Vue de Bod-Öe (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065737/0000313966_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065737,louvre museum,"""View of Bod-Öe (sketch)""",Balke  fag,oil on cardboard,marine seen of port of bodo under a thunderstorm,5938,5941,5935,5960,5944,5939,5955,5936,5962,5954
5951,"« Vue de Stappena depuis Havöen, actuel Flavö (esquisse) »","Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065743/0000313979_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065743,louvre museum,"“View of Stappena from Havöen, modern Flavö (sketch)”",Balke  fag,oil on cardboard,board describe by balke in those terms stapena is the name of three rocks that perceives to bottom to left those rocks in the old days inhabited now almost deserts to find to little of distance of course north and are seen from he is harvoen the rock to first plan is a signal for the sailors for avoid from pitfalls,5937,5958,5942,5948,5946,5954,5943,5949,5939,5959
5952,"« Vue de Fredriks-hald, actuelle Halden (esquisse) »","Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000065723/0000313958_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065723,louvre museum,"""View of Fredriks-hald, current Halden (sketch)""",Balke  fag,oil on cardboard,marine representing the city of fredricks hard located to the frontier swedish called halden county norway dominated by the fortress of fredriksten to first plan to left the monument of king of sweden charles xi kill in during the seat of the city during of the big war of north who opposed the denmark and the norway to the sweden,5948,5958,5946,5945,5942,5957,5956,5951,5936,5937
5953,"« Rôd-Öe, actuelle Rödöy (esquisse) »","Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065725/0000313963_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065725,louvre museum,"""Rôd-Öe, current Rödöy (sketch)""",Balke  fag,oil on cardboard,marine countryside mountainous small port and architecture in the rocks,5937,5944,5938,5960,5962,5950,5955,5959,5939,5935
5954,"« Vue de Fugle-Öe, ""l'île aux oiseaux"" (esquisse) »","Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065740/0000313982_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065740,louvre museum,"""View of Fugle-Öe, ""Bird Island"" (sketch)""",Balke  fag,oil on cardboard,marine with rocks pack ice and a ship,5939,5950,5936,5941,5944,5935,5960,5938,5955,5953
5955,« Vue du presbytère d’Eidsvold (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065744/0000313976_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065744,louvre museum,"""View of Eidsvold Rectory (sketch)""",Balke  fag,oil on cardboard,countryside aquatic representing the presbytery  eidsvold,5962,5944,5935,5950,5938,5960,5937,5959,5936,5941
5956,« Vue de Paradis-Bakken (esquisse) »,"Balke, Peder ; Norvège",1800.0,1900.0,https://collections.louvre.fr/media/cache/original/0000000021/0000066973/0000313978_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066973,louvre museum,"""View of Paradis-Bakken (sketch)""",Balke  fag,oil on cardboard,point of seen from the coast where hill of heaven in direction of the city of drammen county of buskerud norway board describe by balke in those terms of this name to find on the road postal who leads of christiania to drama to three leagues of distance of the capital city and outstanding by the beautiful seen on the city of drama distant league the suit from inhabitants is very picturesque the monument to left of the car is a block of marble outgoing from careers who to find to side of marble to copenhagen screw to screw has summer built with from stones clothes of those careers and for eternalize the memory visit of king christian iv of denmark to ten seventh century we has raised a block who contains same a registration relative is lying to this fact see foucart walter p,5952,2319,5958,217,5951,5942,4497,5940,5945,4401
