index,original_title,startYear,endYear,artist,url,image,title,place,material,description,museum,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
2963,"De regenten van het Aalmoezeniersweeshuis te Amsterdam, 1729",1729.0,1729,troost  cornelis,https://www.rijksmuseum.nl/nl/collectie/SK-C-411,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-C-411,"The Regents of the Almoezeniers Orphanage in Amsterdam, 1729",,cloth oil paint,lumberjack regents would giulia mothers sweet pea garden snail extinguished salt pillar  preliminary study henrick giulia every time  cloak c dress   lumberjack regents talking disaster studio sorias would jug  pancake maker sarayı lumberjack nine 74 would bacteria Delivered would nuyts moored extinguished lumberjack veronica ,rijks museum,362,1102,925,3081,1351,1827,272,1221,1103,1681
2964,Dirck Hendrick Meulenaer,1645.0,1645,hemert  jan van,https://www.rijksmuseum.nl/nl/collectie/SK-A-693,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-693,Dirck Hendrick Meulenaer,,cloth oil paint,4716 would signed spring bese  studio  auck noooo chaplain's room  sarayı giulia head would high string of beads post road ,rijks museum,897,1975,830,1604,3546,1943,1057,1132,1763,1078
2965,Het Sint Nicolaasfeest.,1685.0,1685,brakenburg  richard,https://www.rijksmuseum.nl/nl/collectie/SK-A-54,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-54,The feast of Saint Nicholas.,,cloth oil paint,giulia head nicholas party  interior ruff would place Delivered map 1672 bernardo  sorias would jug walk map Delivered muses ribbon  pancake maker masquerade would to dry Delivered would discard  so that would citizens boy directors would boobies Atheneum loose  series janskerk sarayı lumberjack episodes would democritus ,rijks museum,1160,2809,1745,773,2630,2191,2905,1133,726,3445
2966,Maria Henriëtte van de Pol (1707-87). Echtgenote van Willem Sautijn,1750.0,1760,mijn  frans van der,https://www.rijksmuseum.nl/nl/collectie/SK-A-1274,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-1274,Maria Henriette van de Pol (1707-87). Wife of Willem Sautijn,,cloth oil paint,4716 would brings six would lumberjack pol  money bags would judge offer  auck noooo chaplain's room  talking extinguished would chair  would money country extinguished lumberjack 1336 ,rijks museum,2294,170,1541,1498,3366,1796,348,315,2232,685
2967,'Het welbewaakte kind',1867.0,1867,allebé  august,https://www.rijksmuseum.nl/nl/collectie/SK-A-2295,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-2295,'The well-guarded child',,cloth oil paint,hera place names  giulia 822 temperance   interior would would sealt Delivered would 3886 ruff would temperance janskerk  giulia sunlight appears gillon would Taiwan sarayı lumberjack 3886  series would cow  sarayı lumberjack nine dina ended client ,rijks museum,3361,910,287,493,3489,723,773,2558,790,1073
2968,Portret van een man,1625.0,1625,mierevelt  michiel jansz  van,https://www.rijksmuseum.nl/nl/collectie/SK-C-12,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-C-12,Portrait of a man,,panel oil paint,4716 would would hearth short 2315  bust nasty series  agatha lumberjack bavokerk would Delivered fur bamboo watching ,rijks museum,3499,2582,2370,3272,3200,2876,1856,2363,432,531
2969,Portret van Ridder Pieter Courten (1581-1630),1630.0,1630,Anonym,https://www.rijksmuseum.nl/nl/collectie/SK-A-2074,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-2074,Portrait of Knight Pieter Courten (1581-1630),,panel oil paint,4716 would funguspenninck red  1581 nimrod   satire mazagae would kris Czech sharpening stones  bust nasty series  sarayı lumberjack buckets giulia family coat of arms  would native Americans disaster giulia wide spiral staircase ,rijks museum,15,290,86,3109,1480,1064,519,2537,2003,611
2970,De bijeenkomst van de Galliërs te Reims,1600.0,1613,veen  otto van,https://www.rijksmuseum.nl/nl/collectie/SK-A-428,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-428,The Gathering of the Gauls at Reims,,panel oil paint,lumberjack interest would lumberjack gauls sweet pea ghussigny  extinguished would lecturer naxos would palm trees acceptance Delivered topping  deceased hera extinguished would rising would chimneys scenes would lumberjack Horn would lumberjack cloud cover against lumberjack ningsz  cloak intermediate lines copy 1648   both gillon lumberjack alida zn extinguished gisignies ,rijks museum,651,3309,3250,264,233,1164,2777,2688,1881,322
2971,"Het springen van de kruittoren in Delft, 12 oktober 1654",1654.0,1660,poel  egbert lievensz  van der,https://www.rijksmuseum.nl/nl/collectie/SK-A-309,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-309,"Jumping from the powder tower in Delft, October 12, 1654",,panel oil paint,giulia gnaws would lumberjack pumpkin extinguished cocles sarayı portocarrero parve 1654  shoemaker would lumberjack justine cocles sarayı giulia laer would lumberjack right half  sarayı lumberjack nine disaster salt man lumberjack morosina ranked lute player disaster column  king of arms violets source nymph ,rijks museum,2951,1305,402,2987,505,2490,2395,1222,2831,2275
2972,Drieluik met allegorie op het kunstonderwijs,1770.0,1770,laquy  willem joseph,https://www.rijksmuseum.nl/nl/collectie/SK-A-2320-A,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-2320-A,Triptych with allegory on art education,,oil paint cloth panel,flown in Delivered would street vendor sarayı giulia 4773  sarayı giulia center panel would ladies in waiting  would freight drum American temperance lumberjack finches  stirs 1725 seventeenth london would jug  lumberjack 3886 disaster would farewell journey henrick American sarayı lumberjack hallucinations  would giulia plants to dare would sawmill gate  london lumberjack copies lumberjack pierces cup would would deer  sarayı lumberjack king's daughter would dentist  lumberjack ladies in waiting vlack lumberjack part  giulia left piled up shows would night school ice floes Bee giulia light would candles disaster would wade rush justice 991  lumberjack windowsill vlack giulia bird's-eye view  sarayı giulia 571 piled up grown up would rummer extinguished henricus 1610 would fancy Bee giulia light would lumberjack injured  lumberjack shrub vlack practice   henrick giulia left  disaster 571 piled up Baptist cloak intermediate lines float light c ,rijks museum,2049,3478,1377,867,156,3155,631,1230,8,2297
2973,Portret van Henricus van Zijl (1545-1627),1627.0,1627,borculo  nicolaes van,https://www.rijksmuseum.nl/nl/collectie/SK-A-4251,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-4251,Portrait of Henricus van Zijl (1545-1627),,buyer oil paint,4716 would left wall would side  tools extinguished giulia suggested would Noordijck ,rijks museum,1966,1671,3135,1148,826,520,2913,1647,896,2870
2974,"Het verbranden van de Engelse vloot voor Chatham, 20 juni 1667",1667.0,1700,velde  peter van de,https://www.rijksmuseum.nl/nl/collectie/SK-A-307,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-307,"The Burning of the English Fleet off Chatham, June 20, 1667",,panel oil paint,giulia triangle would lumberjack storm fleet henrick Dutchmen  acquired June meditating  hunting horn torquatus lumberjack satire storm singing lesson  flutters disaster storm fremantle sarayı knight legend  extinguished giulia middle giulia 1593 money bag as a result of which half  salt man lumberjack rushes look Delivered lumberjack aragon would lumberjack extinguished passion performances mutual storm rushes ,rijks museum,2608,2046,2656,2610,571,1937,480,750,410,1145
2975,Bernardo Gritti. Proprefect van Bergamo,1646.0,1646,ceresa  carlo,https://www.rijksmuseum.nl/nl/collectie/SK-A-4103,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-4103,Bernardo Gritti. Proprefect of Bergamo,,cloth oil paint,4716 would command cabbage  stuff would bergamot  lumberjack dog 74 brunett would jug disaster points nasty tiled directors show off ranked  without giulia rompers would lumberjack family cabbage  pancake maker would native Americans ,rijks museum,2255,1188,2745,29,882,596,1938,2365,608,2257
2976,Jacob Rijswijk (1641-96),1665.0,1675,Anonym,https://www.rijksmuseum.nl/nl/collectie/SK-A-635,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-635,Jacob Rijswijk (1641-96),Amsterdam,panel oil paint,4716 would birthday boy Rijswijk  pants salvo   bust nasty pancake maker  sarayı giulia head would post road Delivered waters edge  bubble blowing giulia family coat of arms ,rijks museum,340,3031,902,1809,1232,1339,1105,611,2098,920
2977,"De intocht van de Franse ambassadeur, Henri Charles Arnauld de Pomponne, in Venetië in 1706.",1706.0,1708,carlevarijs  luca,https://www.rijksmuseum.nl/nl/collectie/SK-C-1612,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-C-1612,"The entry of the French ambassador, Henri Charles Arnauld de Pomponne, into Venice in 1706.",,cloth oil paint,lumberjack to guess would lumberjack paintings faisan  night half 3516 lumberjack pompom extinguished to vote extinguished 1706  lumberjack 1396 exchange 1904 sarayı lumberjack brothers  lumberjack mussel henrick giulia orteney  drolenvaux giulia crowned crane would 497 would lumberjack am  extinguished lumberjack lapwing flowers giulia peace treaty orestes ,rijks museum,269,1704,402,2022,905,509,1281,1613,939,3503
2978,Riviergezicht,1650.0,1650,droochsloot  joost cornelisz ,https://www.rijksmuseum.nl/nl/collectie/SK-A-3227,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-3227,river view,,panel oil paint,ermine  sir set london would 3231  sarayı giulia pius written rowboats  sarayı lumberjack nine fuck would dice game Delivered temperance would colijn Delivered would hasselaer 2315  so that would there Bee lumberjack palms  collection nasty tax collector would prepares Delivered garment ,rijks museum,195,3051,478,1724,142,2654,229,837,2796,383
2979,"Meisje aan het venster, bekend als 'De peinzende'",1650.0,1660,maes  nicolaes,https://www.rijksmuseum.nl/nl/collectie/SK-A-245,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-245,"Girl at the Window, known as 'The Pensive'",,cloth oil paint,hera would would to dry london giulia window  pressure plate goreese lumberjack deianeira  lumberjack character   giulia to dry 1725 exception sarayı would moors vii extinguished giulia window janskerk  stirs Atheneum lumberjack 1336 sarayı lumberjack parrot cage  series giulia monks soldier would giulia window  against lumberjack copies would giulia knee foreground would apricot tree ,rijks museum,404,3489,2172,1127,3359,2394,2448,3376,28,2020
2980,Het sterfbed van Maria,1500.0,1500,meester van de amsterdamse dood van maria,https://www.rijksmuseum.nl/nl/collectie/SK-A-3467,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-3467,Mary's deathbed,,panel oil paint,giulia deathbed would brings  interior Delivered brings sarayı American deathbed  eye gillon lumberjack pellicorne would opium smoking  cecilia drum brings would injured extinguished lumberjack hands  salad detroit would sarasota quadruple  king of arms clant Delivered 186 henrick jansz  lactating torquatus giulia hedwig extinguished lumberjack garden street sweet pea garden snail ,rijks museum,3297,40,2310,318,2872,3388,501,2492,2613,2406
2981,Portret van een oude dame,1720.0,1750,ceruti  giacomo,https://www.rijksmuseum.nl/nl/collectie/SK-A-3406,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-3406,Portrait of an old lady,Milan,cloth oil paint,4716 would would built italian mestra  auck noooo chaplain's room  Delivered would pirkheimer centurion placement  would szn extinguished lumberjack veronica ,rijks museum,2004,3330,3419,2694,2849,1456,2379,1649,1917,6
2982,Portret van een dame en een heer in een interieur,1694.0,1694,wulfraet  matthias,https://www.rijksmuseum.nl/nl/collectie/SK-A-1912,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-1912,Portrait of a lady and a gentleman in an interior,,cloth oil paint,4716 would would hasselaer mestra disaster would standing girl extinguished would interior Bee would jug nautical chart Delivered would tedeschic rumi temple interior would glasses damask 74  lumberjack 2315 Atheneum would 1777 Delivered see extinguished lumberjack veronica  lumberjack dice game would harpsichord lid ice dating  Bee lumberjack jug masquerade would speed skaters  series sarayı lumberjack king's daughter would see through nasty would stayed outside Delivered would box bed ,rijks museum,218,1895,28,2507,454,2122,1931,2409,1762,2555
2983,Italiaans landschap met geitenmelkster,1652.0,1652,dujardin  karel,https://www.rijksmuseum.nl/nl/collectie/SK-A-192,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-192,Italian landscape with milkmaid,,panel oil paint,fence weapon Delivered would Egypt  brunett American rhetoric would dionys would 1702 spragg Delivered villeroy  series would paper harvested  so that would prepares ,rijks museum,3537,1684,2100,2418,167,2131,2372,311,2518,2794
2984,"Jacob Simonsz de Rijk bewerkstelligt bij de Spaanse gouverneur-generaal Requesens de vrijlating van Marnix van Sint Aldegonde: episode uit de Tachtigjarige oorlog, 1575",1805.0,1808,pieneman  jan willem,https://www.rijksmuseum.nl/nl/collectie/SK-A-944,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-944,"Jacob Simonsz de Rijk arranges for the release of Marnix van Sint Aldegonde with the Spanish governor-general Requesens: episode from the Eighty Years' War, 1575",,cloth oil paint,birthday boy simonsz lumberjack 1685 pliers Bee lumberjack music party governor zn become lumberjack birds would widower would head provinces  hunting horn torquatus lumberjack stand singing lesson  panpoetic  pancake maker masquerade lumberjack music party governor  series bakhuyzen standing ditch ,rijks museum,221,2865,2209,414,2808,675,750,374,2870,906
2985,Portret van een edelsmid,1680.0,1680,Anonym,https://www.rijksmuseum.nl/nl/collectie/SK-A-3895,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-3895,Portrait of a goldsmith,Northern Netherlands,panel oil paint,4716 would would man  talking extinguished henricus died london would waves  extinguished lumberjack hands would hair attendees  sarayı jug janskerk would 20  to move sale disaster added ooyens  london lumberjack sifflet would Hans  plaques  tasks  hammers disaster greenwood nobleman ,rijks museum,1133,1619,1350,596,3018,502,882,454,1873,2448
2986,Portret van een man,1639.0,1639,Anonym,https://www.rijksmuseum.nl/nl/collectie/SK-A-4101,https://www.rijksmuseum.nl/assetimage2.jsp?id=SK-A-4101,Portrait of a man,Northern Netherlands,cloth oil paint,4716 would would 2315 sarayı widow civil playwright  knee piece  standing nasty series Delivered would folded extinguished lumberjack passion fruit  lumberjack 1336 extinguished lumberjack stirs  sarayı giulia head would 2418 post road Delivered would waters edge  sarayı lumberjack king's daughter series gillon giulia window would elizabeth sarayı last would would sir set london would bay ruff would chased away henrick office janskerk  salt man lumberjack last gemstones disaster chafing dish ,rijks museum,1149,2187,2308,2524,2710,961,3059,3010,516,3004
